"Meldejahr","STATIONS_ID","Geschlecht","Inzidenz","LandkreisID","Kreis","Bevölkerungsentwicklung","Bundesland","Inzidenz_log","Wintertemperatur","Sommertemperatur","Frühlingsniederschlag","Sommerniederschlag","Jahrestemperatur","Jahresniederschlag","Bevölkerung","Bevölkerung_Insg","Wintertemperatur_Vorjahr","Gesamt_Inzidenz"
2017,"3904","weiblich",17,"10042","Merzig-Wadern",-0.02,"Saarland",2.89037175789616,2.61,18,74.85,88.6,10.53,744.7,52873,104425,3.29333333333333,31
2019,"3904","weiblich",36,"10042","Merzig-Wadern",-0.02,"Saarland",3.61091791264422,3.48333333333333,16.9733333333333,64.25,48.5,10.8,752.6,52873,104425,2.61,60
2020,"3904","weiblich",25,"10042","Merzig-Wadern",-0.02,"Saarland",3.25809653802148,5.39333333333333,16.3566666666667,64.9,50.2333333333333,11.55,711.3,52873,104425,3.48333333333333,47
2022,"3904","weiblich",13,"10042","Merzig-Wadern",-0.02,"Saarland",2.63905732961526,4.19333333333333,18.3933333333333,27.6,20.5,11.71,634.1,52873,104425,5.39333333333333,23
2023,"3904","weiblich",11,"10042","Merzig-Wadern",-0.02,"Saarland",2.484906649788,5.02666666666667,17.92,23.7,42.9,11.71,866.1,52873,104425,4.19333333333333,23
2011,"131","weiblich",26,"14522","Mittelsachsen",-0.17,"Sachsen",3.29583686600433,1.15,15.58,46.4,112.9,9.51,750.2,151416,300639,5.39333333333333,50
2013,"131","weiblich",27,"14522","Mittelsachsen",-0.17,"Sachsen",3.3322045101752,0.553333333333333,15.71,149.75,109.466666666667,8.47,742.8,151416,300639,1.15,62
2014,"131","weiblich",44,"14522","Mittelsachsen",-0.17,"Sachsen",3.80666248977032,2.52,15.7533333333333,96.3,85.4666666666667,10.19,641.9,151416,300639,0.553333333333333,87
2015,"131","weiblich",40,"14522","Mittelsachsen",-0.17,"Sachsen",3.71357206670431,3.12333333333333,15.7866666666667,43.7,53.5,9.91,626.4,151416,300639,2.52,71
2016,"131","weiblich",84,"14522","Mittelsachsen",-0.17,"Sachsen",4.44265125649032,1.77333333333333,16.66,58.4,55.7666666666667,9.42,687.2,151416,300639,3.12333333333333,152
2017,"131","weiblich",72,"14522","Mittelsachsen",-0.17,"Sachsen",4.29045944114839,0.59,16.7433333333333,37.45,50.7333333333333,9.5,709.1,151416,300639,1.77333333333333,128
2018,"131","weiblich",81,"14522","Mittelsachsen",-0.17,"Sachsen",4.40671924726425,1.52666666666667,17.9166666666667,25.75,25.5666666666667,10.41,432.2,151416,300639,0.59,139
2019,"131","weiblich",116,"14522","Mittelsachsen",-0.17,"Sachsen",4.76217393479776,2.63,16.85,49.3,41.1666666666667,10.46,629,151416,300639,1.52666666666667,200
2020,"131","weiblich",83,"14522","Mittelsachsen",-0.17,"Sachsen",4.43081679884331,3.97666666666667,15.6033333333333,62.15,50.8,10.5,678.4,151416,300639,2.63,153
2021,"131","weiblich",101,"14522","Mittelsachsen",-0.17,"Sachsen",4.62497281328427,0.93,16.21,99.55,97.0666666666667,8.91,896,151416,300639,3.97666666666667,161
2022,"131","weiblich",94,"14522","Mittelsachsen",-0.17,"Sachsen",4.55387689160054,2.76666666666667,17.5633333333333,22.7,32.7333333333333,10.43,593.7,151416,300639,0.93,170
2011,"3545","weiblich",56,"10043","Neunkirchen",-0.08,"Saarland",4.04305126783455,3.21,15.6533333333333,60.65,65.5333333333333,10.22,758.7,67219,132283,3.97666666666667,107
2012,"3545","weiblich",3,"10043","Neunkirchen",-0.08,"Saarland",1.38629436111989,1.52666666666667,16.0333333333333,80.75,83.6666666666667,9.59,882.8,67219,132283,3.21,9
2013,"3545","weiblich",26,"10043","Neunkirchen",-0.08,"Saarland",3.29583686600433,1.63,15.93,112,89,9.31,971.6,67219,132283,1.52666666666667,68
2014,"3545","weiblich",21,"10043","Neunkirchen",-0.08,"Saarland",3.09104245335832,4.09666666666667,16.5633333333333,53.9,83.6333333333333,10.85,839.3,67219,132283,1.63,46
2015,"3545","weiblich",12,"10043","Neunkirchen",-0.08,"Saarland",2.56494935746154,3.33,17.2166666666667,38.95,34.4,10.5,652.4,67219,132283,4.09666666666667,27
2016,"3545","weiblich",18,"10043","Neunkirchen",-0.08,"Saarland",2.94443897916644,2.95333333333333,16.61,124.15,92.8333333333333,10.07,911,67219,132283,3.33,30
2017,"3545","weiblich",13,"10043","Neunkirchen",-0.08,"Saarland",2.63905732961526,2.17333333333333,17.65,65.85,104.6,10.25,995.1,67219,132283,2.95333333333333,25
2018,"3545","weiblich",25,"10043","Neunkirchen",-0.08,"Saarland",3.25809653802148,3.18,18.38,121.7,96.2,11.02,859.8,67219,132283,2.17333333333333,45
2019,"3545","weiblich",31,"10043","Neunkirchen",-0.08,"Saarland",3.46573590279973,3.13666666666667,17.0066666666667,54.8,47.0666666666667,10.61,927.1,67219,132283,3.18,48
2020,"3545","weiblich",2,"10043","Neunkirchen",-0.08,"Saarland",1.09861228866811,4.70666666666667,16.2433333333333,60.4,47.0666666666667,11.09,854.8,67219,132283,3.13666666666667,7
2021,"3545","weiblich",29,"10043","Neunkirchen",-0.08,"Saarland",3.40119738166216,3.09666666666667,15.8766666666667,129.6,133.166666666667,9.58,957.5,67219,132283,4.70666666666667,49
2022,"3545","weiblich",7,"10043","Neunkirchen",-0.08,"Saarland",2.07944154167984,3.68,18.1866666666667,42.85,30.9666666666667,11.3,908,67219,132283,3.09666666666667,24
2023,"3545","weiblich",18,"10043","Neunkirchen",-0.08,"Saarland",2.94443897916644,4.65333333333333,17.8333333333333,22.9,51.7333333333333,11.4,1097.2,67219,132283,3.68,35
2011,"2641","weiblich",14,"14730","Nordsachsen",-0.06,"Sachsen",2.70805020110221,2.00666666666667,16.7766666666667,35.9,79.9,10,559,100798,199824,4.70666666666667,26
2012,"2641","weiblich",10,"14730","Nordsachsen",-0.06,"Sachsen",2.39789527279837,0.286666666666667,16.8766666666667,54.5,62.8666666666667,9.67,521.1,100798,199824,2.00666666666667,17
2014,"2641","weiblich",18,"14730","Nordsachsen",-0.06,"Sachsen",2.94443897916644,3.00666666666667,16.8366666666667,60.85,61.3666666666667,10.78,435.1,100798,199824,0.286666666666667,32
2015,"2641","weiblich",21,"14730","Nordsachsen",-0.06,"Sachsen",3.09104245335832,3.90666666666667,16.76,34.35,60.4333333333333,10.58,598,100798,199824,3.00666666666667,38
2017,"2641","weiblich",21,"14730","Nordsachsen",-0.06,"Sachsen",3.09104245335832,1.12333333333333,17.56,43.5,56.6333333333333,10.12,560.7,100798,199824,3.90666666666667,37
2018,"2641","weiblich",26,"14730","Nordsachsen",-0.06,"Sachsen",3.29583686600433,2.26333333333333,19.2,15.7,19.2666666666667,11.02,314.9,100798,199824,1.12333333333333,42
2020,"2641","weiblich",16,"14730","Nordsachsen",-0.06,"Sachsen",2.83321334405622,4.57333333333333,16.7266666666667,37.35,34.7333333333333,11.17,524.8,100798,199824,2.26333333333333,26
2021,"2641","weiblich",21,"14730","Nordsachsen",-0.06,"Sachsen",3.09104245335832,1.30333333333333,17.4666666666667,69.65,73,9.74,623.4,100798,199824,4.57333333333333,42
2022,"2641","weiblich",19,"14730","Nordsachsen",-0.06,"Sachsen",2.99573227355399,3.7,18.3433333333333,42.4,36.2666666666667,10.97,491.1,100798,199824,1.30333333333333,40
2023,"2641","weiblich",19,"14730","Nordsachsen",-0.06,"Sachsen",2.99573227355399,4.14666666666667,17.7266666666667,19.05,31.7666666666667,11.38,649.1,100798,199824,3.7,33
2011,"4336","weiblich",27,"10041","Regionalverband Saarbrücken",-0.03,"Saarland",3.3322045101752,2.95666666666667,15.7833333333333,66.55,69.9,10.49,685.9,168218,330848,4.57333333333333,116
2011,"4336","weiblich",27,"10041","Regionalverband Saarbrücken",-0.03,"Saarland",3.3322045101752,2.95666666666667,15.7833333333333,66.55,69.9,10.49,685.9,168218,330848,2.95666666666667,116
2012,"4336","weiblich",35,"10041","Regionalverband Saarbrücken",-0.03,"Saarland",3.58351893845611,1.31,15.9466666666667,102.75,95.4333333333333,9.78,844.4,168218,330848,2.95666666666667,143
2012,"4336","weiblich",42,"10041","Regionalverband Saarbrücken",-0.03,"Saarland",3.76120011569356,1.31,15.9466666666667,102.75,95.4333333333333,9.78,844.4,168218,330848,1.31,143
2013,"4336","weiblich",23,"10041","Regionalverband Saarbrücken",-0.03,"Saarland",3.17805383034795,1.33,15.84,120.85,94.4333333333333,9.21,973,168218,330848,1.31,111
2013,"4336","weiblich",26,"10041","Regionalverband Saarbrücken",-0.03,"Saarland",3.29583686600433,1.33,15.84,120.85,94.4333333333333,9.21,973,168218,330848,1.33,111
2014,"4336","weiblich",8,"10041","Regionalverband Saarbrücken",-0.03,"Saarland",2.19722457733622,4.01333333333333,16.5366666666667,52,78.7,10.99,772.2,168218,330848,1.33,50
2014,"4336","weiblich",13,"10041","Regionalverband Saarbrücken",-0.03,"Saarland",2.63905732961526,4.01333333333333,16.5366666666667,52,78.7,10.99,772.2,168218,330848,4.01333333333333,50
2015,"4336","weiblich",22,"10041","Regionalverband Saarbrücken",-0.03,"Saarland",3.13549421592915,3.26666666666667,17.08,41.85,34.1333333333333,10.55,618,168218,330848,4.01333333333333,59
2015,"4336","weiblich",17,"10041","Regionalverband Saarbrücken",-0.03,"Saarland",2.89037175789616,3.26666666666667,17.08,41.85,34.1333333333333,10.55,618,168218,330848,3.26666666666667,59
2016,"4336","weiblich",20,"10041","Regionalverband Saarbrücken",-0.03,"Saarland",3.04452243772342,2.54,16.2466666666667,113.15,90.0333333333333,9.84,854,168218,330848,3.26666666666667,68
2016,"4336","weiblich",19,"10041","Regionalverband Saarbrücken",-0.03,"Saarland",2.99573227355399,2.54,16.2466666666667,113.15,90.0333333333333,9.84,854,168218,330848,2.54,68
2017,"4336","weiblich",20,"10041","Regionalverband Saarbrücken",-0.03,"Saarland",3.04452243772342,1.79,17.5533333333333,88.55,94.2333333333333,10.17,960.2,168218,330848,2.54,59
2017,"4336","weiblich",12,"10041","Regionalverband Saarbrücken",-0.03,"Saarland",2.56494935746154,1.79,17.5533333333333,88.55,94.2333333333333,10.17,960.2,168218,330848,1.79,59
2018,"4336","weiblich",40,"10041","Regionalverband Saarbrücken",-0.03,"Saarland",3.71357206670431,2.70666666666667,18.41,105.65,89.3666666666667,11.12,893.1,168218,330848,1.79,117
2018,"4336","weiblich",23,"10041","Regionalverband Saarbrücken",-0.03,"Saarland",3.17805383034795,2.70666666666667,18.41,105.65,89.3666666666667,11.12,893.1,168218,330848,2.70666666666667,117
2019,"4336","weiblich",41,"10041","Regionalverband Saarbrücken",-0.03,"Saarland",3.73766961828337,3.35666666666667,16.9966666666667,48.85,49.5,10.72,919.1,168218,330848,2.70666666666667,74
2019,"4336","weiblich",12,"10041","Regionalverband Saarbrücken",-0.03,"Saarland",2.56494935746154,3.35666666666667,16.9966666666667,48.85,49.5,10.72,919.1,168218,330848,3.35666666666667,74
2020,"4336","weiblich",47,"10041","Regionalverband Saarbrücken",-0.03,"Saarland",3.87120101090789,4.48333333333333,16.4133333333333,58.25,45.8333333333333,11.24,841.1,168218,330848,3.35666666666667,105
2020,"4336","weiblich",16,"10041","Regionalverband Saarbrücken",-0.03,"Saarland",2.83321334405622,4.48333333333333,16.4133333333333,58.25,45.8333333333333,11.24,841.1,168218,330848,4.48333333333333,105
2021,"4336","weiblich",19,"10041","Regionalverband Saarbrücken",-0.03,"Saarland",2.99573227355399,3.11666666666667,15.8666666666667,129.1,143.7,9.7,1047.2,168218,330848,4.48333333333333,59
2021,"4336","weiblich",13,"10041","Regionalverband Saarbrücken",-0.03,"Saarland",2.63905732961526,3.11666666666667,15.8666666666667,129.1,143.7,9.7,1047.2,168218,330848,3.11666666666667,59
2022,"4336","weiblich",15,"10041","Regionalverband Saarbrücken",-0.03,"Saarland",2.77258872223978,3.30666666666667,18.3766666666667,57.5,41.7666666666667,11.52,804,168218,330848,3.11666666666667,35
2022,"4336","weiblich",8,"10041","Regionalverband Saarbrücken",-0.03,"Saarland",2.19722457733622,3.30666666666667,18.3766666666667,57.5,41.7666666666667,11.52,804,168218,330848,3.30666666666667,35
2011,"460","weiblich",35,"10044","Saarlouis",-0.06,"Saarland",3.58351893845611,2.84,15.7233333333333,58.75,59.7333333333333,10.46,665.3,99839,195749,4.48333333333333,58
2012,"460","weiblich",42,"10044","Saarlouis",-0.06,"Saarland",3.76120011569356,1.29333333333333,15.6633333333333,70.25,71.2333333333333,9.68,760.5,99839,195749,2.84,80
2014,"460","weiblich",17,"10044","Saarlouis",-0.06,"Saarland",2.89037175789616,3.73666666666667,16.4466666666667,47.75,85.4,10.89,806.7,99839,195749,1.29333333333333,30
2016,"460","weiblich",7,"10044","Saarlouis",-0.06,"Saarland",2.07944154167984,2.46333333333333,16.1133333333333,116.65,87.1666666666667,9.84,866.6,99839,195749,3.73666666666667,13
2017,"460","weiblich",19,"10044","Saarlouis",-0.06,"Saarland",2.99573227355399,1.73,17.7366666666667,54.8,69.4666666666667,10.26,828.7,99839,195749,2.46333333333333,35
2018,"460","weiblich",31,"10044","Saarlouis",-0.06,"Saarland",3.46573590279973,2.43333333333333,18.6833333333333,96.2,68,11.19,810.4,99839,195749,1.73,73
2019,"460","weiblich",47,"10044","Saarlouis",-0.06,"Saarland",3.87120101090789,3.36333333333333,17.1566666666667,43.95,39.5333333333333,10.74,839.3,99839,195749,2.43333333333333,73
2020,"460","weiblich",43,"10044","Saarlouis",-0.06,"Saarland",3.78418963391826,4.19,16.43,65.15,47.7333333333333,11.26,829.1,99839,195749,3.36333333333333,86
2021,"460","weiblich",15,"10044","Saarlouis",-0.06,"Saarland",2.77258872223978,2.94666666666667,15.6766666666667,67.4,87.6,9.65,786,99839,195749,4.19,34
2022,"460","weiblich",18,"10044","Saarlouis",-0.06,"Saarland",2.94443897916644,3.17333333333333,18.61,49.4,37.1,11.53,779.9,99839,195749,2.94666666666667,44
2011,"4336","weiblich",27,"10045","Saarpfalz-Kreis",-0.07,"Saarland",3.3322045101752,2.95666666666667,15.7833333333333,66.55,69.9,10.49,685.9,73227,142419,4.19,116
2011,"4336","weiblich",27,"10045","Saarpfalz-Kreis",-0.07,"Saarland",3.3322045101752,2.95666666666667,15.7833333333333,66.55,69.9,10.49,685.9,73227,142419,2.95666666666667,116
2012,"4336","weiblich",35,"10045","Saarpfalz-Kreis",-0.07,"Saarland",3.58351893845611,1.31,15.9466666666667,102.75,95.4333333333333,9.78,844.4,73227,142419,2.95666666666667,143
2012,"4336","weiblich",42,"10045","Saarpfalz-Kreis",-0.07,"Saarland",3.76120011569356,1.31,15.9466666666667,102.75,95.4333333333333,9.78,844.4,73227,142419,1.31,143
2013,"4336","weiblich",23,"10045","Saarpfalz-Kreis",-0.07,"Saarland",3.17805383034795,1.33,15.84,120.85,94.4333333333333,9.21,973,73227,142419,1.31,111
2013,"4336","weiblich",26,"10045","Saarpfalz-Kreis",-0.07,"Saarland",3.29583686600433,1.33,15.84,120.85,94.4333333333333,9.21,973,73227,142419,1.33,111
2014,"4336","weiblich",8,"10045","Saarpfalz-Kreis",-0.07,"Saarland",2.19722457733622,4.01333333333333,16.5366666666667,52,78.7,10.99,772.2,73227,142419,1.33,50
2014,"4336","weiblich",13,"10045","Saarpfalz-Kreis",-0.07,"Saarland",2.63905732961526,4.01333333333333,16.5366666666667,52,78.7,10.99,772.2,73227,142419,4.01333333333333,50
2015,"4336","weiblich",22,"10045","Saarpfalz-Kreis",-0.07,"Saarland",3.13549421592915,3.26666666666667,17.08,41.85,34.1333333333333,10.55,618,73227,142419,4.01333333333333,59
2015,"4336","weiblich",17,"10045","Saarpfalz-Kreis",-0.07,"Saarland",2.89037175789616,3.26666666666667,17.08,41.85,34.1333333333333,10.55,618,73227,142419,3.26666666666667,59
2016,"4336","weiblich",20,"10045","Saarpfalz-Kreis",-0.07,"Saarland",3.04452243772342,2.54,16.2466666666667,113.15,90.0333333333333,9.84,854,73227,142419,3.26666666666667,68
2016,"4336","weiblich",19,"10045","Saarpfalz-Kreis",-0.07,"Saarland",2.99573227355399,2.54,16.2466666666667,113.15,90.0333333333333,9.84,854,73227,142419,2.54,68
2017,"4336","weiblich",20,"10045","Saarpfalz-Kreis",-0.07,"Saarland",3.04452243772342,1.79,17.5533333333333,88.55,94.2333333333333,10.17,960.2,73227,142419,2.54,59
2017,"4336","weiblich",12,"10045","Saarpfalz-Kreis",-0.07,"Saarland",2.56494935746154,1.79,17.5533333333333,88.55,94.2333333333333,10.17,960.2,73227,142419,1.79,59
2018,"4336","weiblich",40,"10045","Saarpfalz-Kreis",-0.07,"Saarland",3.71357206670431,2.70666666666667,18.41,105.65,89.3666666666667,11.12,893.1,73227,142419,1.79,117
2018,"4336","weiblich",23,"10045","Saarpfalz-Kreis",-0.07,"Saarland",3.17805383034795,2.70666666666667,18.41,105.65,89.3666666666667,11.12,893.1,73227,142419,2.70666666666667,117
2019,"4336","weiblich",41,"10045","Saarpfalz-Kreis",-0.07,"Saarland",3.73766961828337,3.35666666666667,16.9966666666667,48.85,49.5,10.72,919.1,73227,142419,2.70666666666667,74
2019,"4336","weiblich",12,"10045","Saarpfalz-Kreis",-0.07,"Saarland",2.56494935746154,3.35666666666667,16.9966666666667,48.85,49.5,10.72,919.1,73227,142419,3.35666666666667,74
2020,"4336","weiblich",47,"10045","Saarpfalz-Kreis",-0.07,"Saarland",3.87120101090789,4.48333333333333,16.4133333333333,58.25,45.8333333333333,11.24,841.1,73227,142419,3.35666666666667,105
2020,"4336","weiblich",16,"10045","Saarpfalz-Kreis",-0.07,"Saarland",2.83321334405622,4.48333333333333,16.4133333333333,58.25,45.8333333333333,11.24,841.1,73227,142419,4.48333333333333,105
2021,"4336","weiblich",19,"10045","Saarpfalz-Kreis",-0.07,"Saarland",2.99573227355399,3.11666666666667,15.8666666666667,129.1,143.7,9.7,1047.2,73227,142419,4.48333333333333,59
2021,"4336","weiblich",13,"10045","Saarpfalz-Kreis",-0.07,"Saarland",2.63905732961526,3.11666666666667,15.8666666666667,129.1,143.7,9.7,1047.2,73227,142419,3.11666666666667,59
2022,"4336","weiblich",15,"10045","Saarpfalz-Kreis",-0.07,"Saarland",2.77258872223978,3.30666666666667,18.3766666666667,57.5,41.7666666666667,11.52,804,73227,142419,3.11666666666667,35
2022,"4336","weiblich",8,"10045","Saarpfalz-Kreis",-0.07,"Saarland",2.19722457733622,3.30666666666667,18.3766666666667,57.5,41.7666666666667,11.52,804,73227,142419,3.30666666666667,35
2011,"5029","weiblich",81,"10046","St. Wendel",-0.11,"Saarland",4.40671924726425,2.24666666666667,15.4166666666667,41.7,51.9333333333333,10.06,796,44189,86942,4.48333333333333,142
2012,"5029","weiblich",13,"10046","St. Wendel",-0.11,"Saarland",2.63905732961526,0.873333333333333,15.3366666666667,91.65,88.4666666666667,9.33,932.3,44189,86942,2.24666666666667,24
2014,"5029","weiblich",22,"10046","St. Wendel",-0.11,"Saarland",3.13549421592915,3.45333333333333,16.24,59.8,84.2666666666667,10.67,886.6,44189,86942,0.873333333333333,47
2015,"5029","weiblich",45,"10046","St. Wendel",-0.11,"Saarland",3.8286413964891,2.86,16.6366666666667,44.1,38.4333333333333,10.22,787.9,44189,86942,3.45333333333333,77
2016,"5029","weiblich",45,"10046","St. Wendel",-0.11,"Saarland",3.8286413964891,2.14,15.9433333333333,133.25,105.733333333333,9.57,1033.8,44189,86942,2.86,88
2017,"5029","weiblich",43,"10046","St. Wendel",-0.11,"Saarland",3.78418963391826,1.45333333333333,17.36,66,89.6,9.96,991.2,44189,86942,2.14,89
2018,"5029","weiblich",118,"10046","St. Wendel",-0.11,"Saarland",4.77912349311153,2.15333333333333,18.3366666666667,94.15,75.1666666666667,10.95,965.5,44189,86942,1.45333333333333,224
2019,"5029","weiblich",95,"10046","St. Wendel",-0.11,"Saarland",4.56434819146784,3.28,16.9533333333333,69.9,64.2,10.59,1007,44189,86942,2.15333333333333,179
2020,"5029","weiblich",137,"10046","St. Wendel",-0.11,"Saarland",4.92725368515721,4.07666666666667,16.21,66.25,49.7666666666667,11.11,986.4,44189,86942,3.28,247
2021,"5029","weiblich",87,"10046","St. Wendel",-0.11,"Saarland",4.47733681447821,2.75666666666667,15.5766666666667,94.65,98.6666666666667,9.54,860.6,44189,86942,4.07666666666667,151
2023,"5029","weiblich",43,"10046","St. Wendel",-0.11,"Saarland",3.78418963391826,3.82666666666667,17.75,19.85,52.7,11.12,1403.3,44189,86942,2.75666666666667,80
2011,"2985","weiblich",175,"14628","Sächsische Schweiz-Osterzgebirge",-0.08,"Sachsen",5.17048399503815,0.446666666666667,15.7366666666667,60.05,105.333333333333,9.25,759.1,124940,246204,4.07666666666667,309
2012,"2985","weiblich",87,"14628","Sächsische Schweiz-Osterzgebirge",-0.08,"Sachsen",4.47733681447821,-1.5,16.2966666666667,81.25,102.033333333333,8.69,913.3,124940,246204,0.446666666666667,163
2013,"2985","weiblich",150,"14628","Sächsische Schweiz-Osterzgebirge",-0.08,"Sachsen",5.01727983681492,-0.213333333333333,15.8966666666667,167.3,131.3,8.22,886.5,124940,246204,-1.5,264
2015,"2985","weiblich",95,"14628","Sächsische Schweiz-Osterzgebirge",-0.08,"Sachsen",4.56434819146784,2.51666666666667,16.0033333333333,52.2,53.1666666666667,9.87,751.8,124940,246204,-0.213333333333333,149
2016,"2985","weiblich",171,"14628","Sächsische Schweiz-Osterzgebirge",-0.08,"Sachsen",5.14749447681345,1.10333333333333,16.5966666666667,123.6,112.866666666667,9.12,929.9,124940,246204,2.51666666666667,306
2017,"2985","weiblich",182,"14628","Sächsische Schweiz-Osterzgebirge",-0.08,"Sachsen",5.20948615284142,-0.12,16.7633333333333,56.7,87.8,9.13,925.6,124940,246204,1.10333333333333,284
2018,"2985","weiblich",177,"14628","Sächsische Schweiz-Osterzgebirge",-0.08,"Sachsen",5.18178355029209,0.826666666666667,18.2866666666667,31.7,27.9333333333333,10.35,480.6,124940,246204,-0.12,306
2019,"2985","weiblich",163,"14628","Sächsische Schweiz-Osterzgebirge",-0.08,"Sachsen",5.0998664278242,1.84666666666667,17.06,82.35,78.8,10.31,741.2,124940,246204,0.826666666666667,279
2020,"2985","weiblich",190,"14628","Sächsische Schweiz-Osterzgebirge",-0.08,"Sachsen",5.25227342804663,2.98333333333333,15.4933333333333,82.3,74.1333333333333,10.04,764.7,124940,246204,1.84666666666667,309
2021,"2985","weiblich",176,"14628","Sächsische Schweiz-Osterzgebirge",-0.08,"Sachsen",5.17614973257383,0.0133333333333333,16.4533333333333,89.65,117.7,8.66,863.4,124940,246204,2.98333333333333,293
2022,"2985","weiblich",149,"14628","Sächsische Schweiz-Osterzgebirge",-0.08,"Sachsen",5.01063529409626,2.20333333333333,17.6866666666667,41.65,36.8333333333333,10.09,618.4,124940,246204,0.0133333333333333,261
2011,"3946","weiblich",25,"14523","Vogtlandkreis",-0.2,"Sachsen",3.25809653802148,0.586666666666667,15.3066666666667,54.6,77.0666666666667,9.03,580.1,114178,222666,2.98333333333333,43
2013,"3946","weiblich",26,"14523","Vogtlandkreis",-0.2,"Sachsen",3.29583686600433,0.13,15.42,131.7,99.7333333333333,8.12,647.7,114178,222666,0.586666666666667,41
2014,"3946","weiblich",54,"14523","Vogtlandkreis",-0.2,"Sachsen",4.00733318523247,2.29333333333333,15.6333333333333,43,67.9666666666667,9.77,547.5,114178,222666,0.13,87
2015,"3946","weiblich",66,"14523","Vogtlandkreis",-0.2,"Sachsen",4.20469261939097,2.57333333333333,16.0333333333333,41.2,41,9.65,457.8,114178,222666,2.29333333333333,120
2016,"3946","weiblich",114,"14523","Vogtlandkreis",-0.2,"Sachsen",4.74493212836325,1.33666666666667,16.2433333333333,82.6,84.3,9,644.5,114178,222666,2.57333333333333,191
2017,"3946","weiblich",101,"14523","Vogtlandkreis",-0.2,"Sachsen",4.62497281328427,0.0633333333333333,16.6066666666667,65.6,78.6666666666667,9.05,686.2,114178,222666,1.33666666666667,174
2019,"3946","weiblich",149,"14523","Vogtlandkreis",-0.2,"Sachsen",5.01063529409626,1.78333333333333,16.46,38,39.9333333333333,9.73,500.8,114178,222666,0.0633333333333333,263
2020,"3946","weiblich",118,"14523","Vogtlandkreis",-0.2,"Sachsen",4.77912349311153,3.11,14.86,104.2,79.2,9.63,614.6,114178,222666,1.78333333333333,183
2021,"3946","weiblich",129,"14523","Vogtlandkreis",-0.2,"Sachsen",4.86753445045558,0.5,15.85,68.9,94.7333333333333,8.46,698.2,114178,222666,3.11,218
2022,"3946","weiblich",123,"14523","Vogtlandkreis",-0.2,"Sachsen",4.82028156560504,2.20666666666667,17.5366666666667,13.45,25.5,9.93,484.4,114178,222666,0.5,198
2023,"3946","weiblich",117,"14523","Vogtlandkreis",-0.2,"Sachsen",4.77068462446567,2.75333333333333,16.3266666666667,43.5,53.1333333333333,10.04,638.4,114178,222666,2.20666666666667,188
2011,"222","weiblich",22,"14524","Zwickau",-0.19,"Sachsen",3.13549421592915,1.09333333333333,15.1733333333333,63.85,95.5,9.16,729.8,159025,310838,3.11,36
2012,"222","weiblich",20,"14524","Zwickau",-0.19,"Sachsen",3.04452243772342,-0.696666666666667,15.85,80.2,84.3,8.67,844.6,159025,310838,1.09333333333333,25
2013,"222","weiblich",23,"14524","Zwickau",-0.19,"Sachsen",3.17805383034795,0.56,15.25,189.1,139.6,8.22,985.4,159025,310838,-0.696666666666667,29
2014,"222","weiblich",15,"14524","Zwickau",-0.19,"Sachsen",2.77258872223978,2.88333333333333,15.3866666666667,89.5,112.1,9.98,744.8,159025,310838,0.56,32
2015,"222","weiblich",24,"14524","Zwickau",-0.19,"Sachsen",3.2188758248682,2.94333333333333,15.8566666666667,53.8,72.2333333333333,9.7,766.6,159025,310838,2.88333333333333,44
2016,"222","weiblich",34,"14524","Zwickau",-0.19,"Sachsen",3.55534806148941,1.82666666666667,16.08,109.05,111.166666666667,9.13,877.2,159025,310838,2.94333333333333,63
2017,"222","weiblich",34,"14524","Zwickau",-0.19,"Sachsen",3.55534806148941,0.506666666666667,16.4933333333333,60.65,76.8333333333333,9.16,909.2,159025,310838,1.82666666666667,59
2018,"222","weiblich",24,"14524","Zwickau",-0.19,"Sachsen",3.2188758248682,1.23333333333333,17.22,76.05,56.9,9.99,649,159025,310838,0.506666666666667,51
2019,"222","weiblich",45,"14524","Zwickau",-0.19,"Sachsen",3.8286413964891,2.19,16.4,58.8,59.6333333333333,9.98,749.9,159025,310838,1.23333333333333,79
2020,"222","weiblich",57,"14524","Zwickau",-0.19,"Sachsen",4.06044301054642,3.79666666666667,14.93,91.35,73.6,9.99,756.9,159025,310838,2.19,88
2021,"222","weiblich",55,"14524","Zwickau",-0.19,"Sachsen",4.02535169073515,0.986666666666667,15.67,105.75,127.966666666667,8.5,936.6,159025,310838,3.79666666666667,110
2022,"222","weiblich",51,"14524","Zwickau",-0.19,"Sachsen",3.95124371858143,2.57333333333333,17.04,42.35,45.9333333333333,9.87,774.6,159025,310838,0.986666666666667,80
2023,"222","weiblich",60,"14524","Zwickau",-0.19,"Sachsen",4.11087386417331,3.17666666666667,16.36,52.9,55,10.29,894.1,159025,310838,2.57333333333333,101
2024,"1050","männlich",44.5736069907171,"14625","Bautzen",-0.17,"Sachsen",3.79714191235157,4.39764705882353,17.7607843137255,50.7352941176471,54.0919607843137,11.6264705882353,692.639705882353,145846.23,295410.505909091,4.46666666666667,88.987505377048
2025,"1050","männlich",44.4305066792744,"14625","Bautzen",-0.17,"Sachsen",3.79392632087276,4.32862745098039,17.721568627451,50.5205882352941,55.3839215686274,11.5729411764706,685.279411764706,144710.46,293110.011818182,4.39764705882353,88.7031879586106
